id,constant,position,translate
34,indexStepsText.step2.title,Шаг №2,Depositar fondos
35,indexStepsText.step2.text|dot,Описание Шага №2,Inmediatamente después del registro puede depositar en la cuenta de operaciones la cantidad deseada.
36,indexStepsText.step3.title,Шаг №3,Autorizar en el gabinete personal
37,indexStepsText.step3.text|dot,Описание Шага №3,El último paso es la autorización en el gabinete personal con el acceso deseado al comercio en línea.
1.5. Информация об аккаунтах.,,,
38,indexAccountsText.h2,Главный заголовок раздела,Cuentas de trading para elegir
39,indexAccountsText.account1.title,Аккаунт №1,Opti Trade
40,indexAccountsText.account1.text|dot,Подзаголовок для аккаунта №1,Óptimo para aquellos comerciantes que son nuevos en el mercado de comercio en línea.
41,indexAccountsText.account2.title,Аккаунт №2,Standard Trade
42,indexAccountsText.account2.text|dot,Подзаголовок для аккаунта №2,"Condiciones optimizadas para la ejecución de operaciones, así como una lista ampliada de instrumentos financieros."
43,indexAccountsText.account3.title,Аккаунт №3,Maxi Trade
44,indexAccountsText.account3.text|dot,Подзаголовок для аккаунта №3,Máximos beneficios posibles para los operadores experimentados y los inversores seguros.
45,indexAccountsText.account_condition_1,Минимальный депозит:,Depósito mínimo
46,indexAccountsText.account_condition_2,Кредитное плечо:,Apalancamiento
47,indexAccountsText.account_condition_3,Моментальное исполнение,Ejecución instantanea
48,indexAccountsText.account_condition_4,Торговля криптовалютами и металлами,Comercio de criptomonedas y metales
49,indexAccountsText.account_condition_5,Возможность инвестиций в ПАММ-счета,Inversión de cuentas PAMM
50,indexAccountsText.account_condition_6,Отсутствие свопа,Sin intercambio
51,indexAccountsText.account_condition_7,Торговля ETF и индексами,ETF y negociación de índices
52,indexAccountsText.account_condition_8,Страхование депозитов,Seguro de depósito
53,indexAccountsText.account_condition_9,Персональный менеджер,Gerente de personal
54,indexAccountsText.account_condition_10,Открытие личного ПАММ-счета,Abrir una cuenta PAMM personal
53,indexAccountsText.account_condition_11,Защита депозитов,Protección de depósitos
54,indexAccountsText.account_condition_12,Круглосуточная поддержка,Soporte
1.6. Новости,,,
55,indexNewsText.h2,Главный заголовок раздела,Leer las principales noticias económicas
1.7. Футер,,,
56,footerContent,Футер текст,"El nombre de Brocker está registrado en Northern Shops. Milla 1 de la carretera Phillip Goldson, Ciudad de Belice, Belice. Nuestra actividad se rige por la correspondiente Comisión de Valores y Bolsa de Chipre (número de licencia: 877/09), la Comisión de Servicios Financieros Internacionales (IFSC) (54/98/DL/12) y la Comisión de Servicios Financieros de la República de Mauricio (número de licencia de agente de inversiones: X0098233124)."
2. Рынки и инструменты,,,
2.2. Обзор рынков,,,
2.2.1. Посадочный экран,,,
57,marketsHeaderText.title,Заголовок,Panorama de los mercados financieros
58,marketsHeaderText.text|dot,Подзаголовок,Conoce una enorme variedad de instrumentos financieros relacionados con diferentes mercados.
59,commonMarketsText.title_graph,Загловок торгового графика,Gráfico del instrumento de comercio
60,commonMarketsText.title_table,Заголовок таблицы инструментов,Tabla de instrumentos
61,commonMarketsText.footnote,Часы работы рынков,* El horario de apertura y cierre se indica en UTC+0
2.2.2. Валюты,,,
62,marketsListText.market1.title,Заголовок,Pares de divisas
63,marketsListText.market1.text|dot,Подзаголовок,Los pares de divisas se refieren al mercado de divisas. Esta categoría incluye más de 40 instrumentos financieros de gran liquidez.
2.2.3. Металлы,,,
64,marketsListText.market2.title,Заголовок,Metales preciosos
65,marketsListText.market2.text|dot,Подзаголовок,Puede operar libremente con oro y plata en formato CFD. El mercado de los metales preciosos se considera uno de los más prometedores y con mayores márgenes.
2.2.4. Акции,,,
66,marketsListText.market3.title,Заголовок,Acciones de la empresa
67,marketsListText.market3.text|dot,Подзаголовок,Elija las acciones más desafiantes y líquidas para las operaciones de CFD.
2.2.5. Товары,,,
68,marketsListText.market4.title,Заголовок,Productos básicos
69,marketsListText.market4.text|dot,Подзаголовок,Hay una variada selección de productos básicos disponibles para el comercio en línea. Se trata de gas y petróleo que cotizan en las bolsas mundiales.
2.2.6. Индексы,,,
70,marketsListText.market5.title,Заголовок,Índices bursátiles
71,marketsListText.market5.text|dot,Подзаголовок,Utilice los índices bursátiles para diversificar sus activos. El mercado de valores está considerado como uno de los más rentables debido a su gran liquidez y a su dinámica predecible.
2.2.7. Криптовалюты,,,
72,marketsListText.market6.title,Заголовок,Criptomonedas
73,marketsListText.market6.text|dot,Подзаголовок,Los tokens digitales se refieren al mercado de las criptomonedas. Ahora es posible comerciar con criptodivisas en función de las diferencias de precio. Esto aumenta en gran medida los posibles beneficios al operar en cualquier dirección.
2.3. Валюты,,,
2.3.1. Посадочный экран,,,
74,forexHeaderText.title,Заголовок,Ventajas del mercado de divisas
75,forexHeaderText.text|dot,Подзаголовок,"El mercado de divisas tiene muchas ventajas gracias a su apalancamiento, los bajos requisitos de margen y la gran liquidez. Lea más sobre las ventajas del mercado de divisas a continuación."
76,forexProfitsText.profit1.title,Преимущество №1. Заголовок.,Sin riesgos de inversión
77,forexProfitsText.profit1.text|dot,Преимущество №1. Описание.,Puede obtener beneficios en el mercado de divisas en cualquier situación económica.
78,forexProfitsText.profit2.title,Преимущество №2. Заголовок.,Alta liquidez
79,forexProfitsText.profit2.text|dot,Преимущество №2. Описание.,No es un secreto que el mercado de divisas es uno de los más líquidos del mundo.
80,forexProfitsText.profit3.title,Преимущество №3. Заголовок.,Protección del balance
81,forexProfitsText.profit3.text|dot,Преимущество №3. Описание.,Cada comerciante de nuestra empresa de corretaje tiene la protección de la cuenta de saldo negativo.
82,forexProfitsText.profit4.title,Преимущество №4. Заголовок.,No hay impuestos sobre las transacciones
83,forexProfitsText.profit4.text|dot,Преимущество №4. Описание.,"Todos los beneficios de las operaciones con divisas se retiran libres de impuestos, lo que aumenta la rentabilidad potencial."
2.3.2. Описание рынка,,,
84,forexAssetsText.title,Заголовок,Qué es el mercado de divisas
85,forexAssetsText.text|dot,Подзаголовок,"Los CFDs de Forex le permiten operar con todos los pares de divisas del mercado. Puede operar con los principales pares, como el GBP/USD, el USD/JPY, el EUR/USD y el AUD/USD. También están disponibles pares menores, como AUD / JPY y EUR / GBP, y pares de divisas exóticos, como USD / ZAR."
2.4. Металлы,,,
2.4.1. Посадочный экран,,,
86,metalsHeaderText.title,Заголовок,Ventajas del mercado de los metales
87,metalsHeaderText.text|dot,Подзаголовок,"Una característica distintiva del mercado de CFD sobre metales es la posibilidad de abrir operaciones en dos direcciones: cuando el precio de un activo baja o sube. Para ello, se puede utilizar el apalancamiento, los microlotes y otros instrumentos especiales."
88,metalsProfitsText.profit1.title,Преимущество №1. Заголовок.,No hay restricciones en cuanto al precio de entrada y salida
89,metalsProfitsText.profit1.text|dot,Преимущество №1. Описание.,"Puede abrir posiciones largas y cortas a cualquier precio y con cualquier volumen a partir de 0,01 lotes."
90,metalsProfitsText.profit4.title,Преимущество №2. Заголовок.,Requisitos de margen bajos
91,metalsProfitsText.profit4.text|dot,Преимущество №2. Описание.,El acceso a micro lotes le permite operar con metales incluso con un pequeño depósito sin arriesgar demasiado dinero.
92,metalsProfitsText.profit2.title,Преимущество №3. Заголовок.,Fácil gestión de las operaciones
93,metalsProfitsText.profit2.text|dot,Преимущество №3. Описание.,Sólo tiene que especificar algunos parámetros básicos para abrir una orden sin ninguna dificultad.
94,metalsProfitsText.profit3.title,Преимущество №4. Заголовок.,Ejecución instantánea de órdenes de compra y venta
95,metalsProfitsText.profit3.text|dot,Преимущество №4. Описание.,"Tanto las órdenes de compra como las de venta se ejecutan sin pausa, recotizaciones ni deslizamientos."
2.4.2. Описание рынка,,,
96,metalsAssetsText.title,Заголовок,Qué es el mercado de los metales
97,metalsAssetsText.text|dot,Подзаголовок,"El mercado mundial de metales preciosos es uno de los más líquidos. Entre los activos que se negocian en ella figuran el oro, la plata y el platino, entre otros. En este caso, se trata de contratos por diferencia. Este es el formato de negociación más rentable con bajos requisitos de margen."
2.5. Акции,,,
2.5.1. Посадочный экран,,,
98,stocksHeaderText.title,Заголовок,Ventajas del mercado de valores
99,stocksHeaderText.text|dot,Подзаголовок,"El comercio de acciones con CFDs tiene muchas ventajas. En este formato de negociación, no es necesario convertirse en accionista y comprar lotes enteros del activo. Basta con abrir operaciones sobre las diferencias de precios en cualquier dirección para obtener un beneficio potencial."
100,stocksProfitsText.profit1.title,Преимущество №1. Заголовок.,Ejecución de transacciones en cualquier momento
101,stocksProfitsText.profit1.text|dot,Преимущество №1. Описание.,"Puede realizar operaciones en el mercado de valores a cualquier hora de los días laborables, excepto los fines de semana."
102,stocksProfitsText.profit2.title,Преимущество №2. Заголовок.,Apalancamiento por defecto
103,stocksProfitsText.profit2.text|dot,Преимущество №2. Описание.,El apalancamiento está disponible automáticamente en las transacciones (usted mismo puede seleccionar el apalancamiento deseado).
104,stocksProfitsText.profit3.title,Преимущество №3. Заголовок.,Seguimiento cómodo de los precios
105,stocksProfitsText.profit3.text|dot,Преимущество №3. Описание.,La mejor manera de seguir los gráficos y controlar los precios de los activos es en el terminal de operaciones de nuestra empresa.
106,stocksProfitsText.profit4.title,Преимущество №4. Заголовок.,Sin comisiones adicionales
107,stocksProfitsText.profit4.text|dot,Преимущество №4. Описание.,"Las órdenes con acciones de la empresa se ejecutan sin comisiones ocultas, según el diferencial preaprobado."
2.5.2. Описание рынка,,,
108,stocksAssetsText.title,Заголовок,Qué es el mercado de valores
109,stocksAssetsText.text|dot,Подзаголовок,"En este tipo de operaciones con CFD, las acciones se convierten en el activo subyacente. Al igual que con otros CFD, usted no es propietario del activo, sino que acuerda con el proveedor especular sobre el movimiento del precio de la acción. "
2.6. Товары,,,
2.6.1. Посадочный экран,,,
110,commoditiesHeaderText.title,Заголовок,Ventajas del mercado de productos básicos
111,commoditiesHeaderText.text|dot,Подзаголовок,"A través de la plataforma de negociación de nuestra empresa de corretaje, puede operar con las principales materias primas del mundo en forma de CFD. Cuando usted abre una posición de CFD sobre una materia prima en particular, no está comprando esa materia prima. En cambio, se invierte en la variación del precio de mercado de la materia prima."
112,commoditiesProfitsText.profit1.title,Преимущество №1. Заголовок.,Facilidad de negociación
113,commoditiesProfitsText.profit1.text|dot,Преимущество №1. Описание.,En ningún otro lugar es tan fácil operar con materias primas como en el comercio de CFD.
114,commoditiesProfitsText.profit2.title,Преимущество №2. Заголовок.,Beneficio en cualquier situación
115,commoditiesProfitsText.profit2.text|dot,Преимущество №2. Описание.,Incluso en un mercado a la baja se pueden encontrar beneficios y obtener ganancias.
116,commoditiesProfitsText.profit3.title,Преимущество №3. Заголовок.,Margen gestionado
117,commoditiesProfitsText.profit3.text|dot,Преимущество №3. Описание.,"Todo lo que se necesita es un par de clics para configurar su orden y especificar el tamaño del lote, el apalancamiento y otros parámetros."
118,commoditiesProfitsText.profit4.title,Преимущество №4. Заголовок.,Márgenes de mercado
119,commoditiesProfitsText.profit4.text|dot,Преимущество №4. Описание.,"Los diferenciales para las operaciones con materias primas se basan siempre en el mercado y son transparentes, sin recotizaciones ni deslizamientos."
2.6.2. Описание рынка,,,
120,commoditiesAssetsText.title,Заголовок,Qué es el mercado de productos básicos
121,commoditiesAssetsText.text|dot,Подзаголовок,"Operar con materias primas en formato CFD no es diferente de operar con otras clases de activos. El objetivo de cualquier transacción es comprar un activo a un precio bajo y venderlo a uno más alto. O viceversa, si se trata de una tendencia bajista. Esta categoría incluye las materias primas más líquidas: el petróleo y el gas."
2.7. Индексы,,,
2.7.1. Посадочный экран,,,
122,indicesHeaderText.title,Заголовок,Ventajas del mercado de índices
123,indicesHeaderText.text|dot,Подзаголовок,"La característica principal de este mercado es la posibilidad de abrir posiciones de CFD a largo plazo. Además, los índices incluyen muchas acciones. Facilita la simulación de las condiciones del mercado y facilita las previsiones."
124,indicesProfitsText.profit1.title,Преимущество №1. Заголовок.,Inversiones de cualquier tamaño
125,indicesProfitsText.profit1.text|dot,Преимущество №1. Описание.,Puede operar con índices de renta variable por diferencias de precio con un depósito mínimo.
126,indicesProfitsText.profit2.title,Преимущество №2. Заголовок.,Cualquier estrategia es aceptable
127,indicesProfitsText.profit2.text|dot,Преимущество №2. Описание.,Elija el estilo de negociación que mejor se adapte a sus necesidades y utilícelo sin restricciones.
128,indicesProfitsText.profit3.title,Преимущество №3. Заголовок.,Sin tasa de ejecución
129,indicesProfitsText.profit3.text|dot,Преимущество №3. Описание.,"En el comercio tradicional, las operaciones bursátiles están sujetas a una comisión, pero no en el comercio de CFD."
130,indicesProfitsText.profit4.title,Преимущество №4. Заголовок.,Comercie con un solo clic
131,indicesProfitsText.profit4.text|dot,Преимущество №4. Описание.,Imagínese que puede abrir operaciones bursátiles con un solo clic.
2.7.2. Описание рынка,,,
132,indicesAssetsText.title,Заголовок,Qué es el mercado de valores
133,indicesAssetsText.text|dot,Подзаголовок,"El mercado de valores no sólo incluye acciones individuales de empresas, sino también índices completos. Combinan decenas o centenares de valores del mismo campo o dirección."
2.8. Криптовалюты,,,
2.8.1. Посадочный экран,,,
134,cryptoHeaderText.title,Заголовок,Beneficios del mercado de criptomonedas
135,cryptoHeaderText.text|dot,Подзаголовок,Probablemente todo el mundo ha oído hablar de la extrema volatilidad del mercado de las criptomonedas. Esto significa que los mayores beneficios los obtienen los operadores que utilizan el formato CFD. Abra una cuenta y acceda directamente a ella.
136,cryptoProfitsText.profit1.title,Преимущество №1. Заголовок.,Operaciones con cualquier volumen
137,cryptoProfitsText.profit1.text|dot,Преимущество №1. Описание.,"Puede operar con criptomonedas en formato CFD a partir de 0,01 lotes."
138,cryptoProfitsText.profit2.title,Преимущество №2. Заголовок.,Pedidos pendientes y en aumento
139,cryptoProfitsText.profit2.text|dot,Преимущество №2. Описание.,"Puede abrir órdenes en cualquiera de las dos direcciones, independientemente de la situación del mercado."
140,cryptoProfitsText.profit3.title,Преимущество №3. Заголовок.,Reducción de riesgos
141,cryptoProfitsText.profit3.text|dot,Преимущество №3. Описание.,"Las criptomonedas son muy volátiles, pero con el comercio de CFDs, usted puede obtener beneficios incluso cuando el mercado está cayendo."
142,cryptoProfitsText.profit4.title,Преимущество №4. Заголовок.,No se requieren habilidades especiales
143,cryptoProfitsText.profit4.text|dot,Преимущество №4. Описание.,No es necesario terminar cursos especiales u obtener una licencia de corredor para operar con criptodivisas en línea.
2.8.2. Описание рынка,,,
144,cryptoAssetsText.title,Заголовок,Qué es el mercado de las criptomonedas
145,cryptoAssetsText.text|dot,Подзаголовок,"El mercado de las criptomonedas incluye docenas de fichas digitales, como Bitcoin, Ripple, Dogecoin, Monero, Ethereum y muchas otras. Todos estos activos se basan en la tecnología de encriptación de criptomonedas. Es debido a la singularidad de este sistema que el valor de las criptodivisas aumenta.  "
3. Торговые условия,,,
3.1. Посадочный экран,,,
146,tradingHeaderText.title,Заголовок,Condiciones comerciales
147,tradingHeaderText.text|dot,Подзаголовок,"Compruebe nuestras favorables condiciones de comercio en línea. Disfrutará de bajos spreads, rápida ejecución y alta estabilidad de las órdenes."
3.2. Калькулятор трейдера,,,
148,tradingCalculatorText.title,Заголовок,Pruebe la calculadora gratuita para comerciantes
149,tradingCalculatorText.text|dot,Подзаголовок,Nuestra calculadora online gratuita para comerciantes está disponible para todos ustedes desde esta página. Especifique sus datos iniciales y obtenga un cálculo listo del posible resultado de la operación.
3.3. Расчетные данные,,,
150,estimationText.offer_1,Инструмент,"Instrumento: <div class=""description"">especifique el instrumento financiero seleccionado de la lista</div>"
151,estimationText.offer_2,Цена открытия,"Precio: <div class=""description"">especifique el precio estimado de apertura y cierre de la orden para ver el posible resultado de la misma</div>"
152,estimationText.offer_3,Объем сделки,"Volumen comercial: <div class=""description"">especificar el volumen comercial exacto de los lotes</div>"
153,estimationText.offer_4,"Своп, в пунктах","Spread en puntos: <div class=""description"">calculado automáticamente en base a la diferencia entre los precios de compra y venta</div>"
154,estimationText.offer_5,"Своп, в USD","Swap en USD: <div class=""description"">calculado automáticamente basado en el coste de la rotación de la posición por la noche</div>"
155,estimationText.offer_6,Маржа в USD,"Margen: <div class=""description"">los datos especificados son la cantidad mínima de depósito libre que se requiere para realizar una transacción</div>"
156,estimationText.offer_7,Прибыль в USD,"Ganancia: <div class=""description"">indicación de la ganancia probable basada en los parámetros actuales</div>"
3.4. Пример расчета,,,
157,estimationText.h2,Заголовок,Vea cómo funciona la calculadora para comerciantes
158,estimationText.ul_title|dot,Подзаголовок,Datos iniciales
159,estimationText.li_1,Данные №1,Instrumento
160,estimationText.li_2,Данные №2,Precio de apertura
161,estimationText.li_3,Данные №3,Volumen
162,estimationText.li_4,Данные №4,Spread en puntos
163,estimationText.li_5,Данные №5,Swap en USD
164,estimationText.li_6,Данные №6,Margen
165,estimationText.li_7,Данные №7,Lucro
4. О компании,,,
4.1. О компании + Показатели,,,
166,aboutHeaderText.title,Слоган-заголовок,Comercio estable con las condiciones más sencillas
167,aboutHeaderText.text|dot,Подзаголовок,"Nuestra empresa de corretaje ha simplificado al máximo las condiciones de registro para acceder a los mercados financieros en línea. Todo el mundo puede utilizar su teléfono inteligente, su tableta o su ordenador para hacer negocios rentables."
168,aboutCounterText.counter1.title,Показатель №1,<span class='indicator-number_1' data-indicator-number='34700'>0</span>
169,aboutCounterText.counter1.text,Текст показателя №1,abrir cuentas comerciales
170,aboutCounterText.counter2.title,Показатель №2,<span class='indicator-number_2' data-indicator-number='380000'>0</span>
171,aboutCounterText.counter2.text,Текст показателя №2,operaciones comerciales al día
172,aboutCounterText.counter3.title,Показатель №3,<span class='indicator-number_3'' data-indicator-number='200'>0</span>+
173,aboutCounterText.counter3.text,Текст показателя №3,instrumentos de negociación
174,aboutCounterText.counter4.title,Показатель №4,<span class='indicator-number_4' data-indicator-number='122'>0</span> millones
175,aboutCounterText.counter4.text,Текст показателя №4,volumen diario de negociación
176,aboutCounterText.counter5.title,Показатель №5,<span class='indicator-number_5' data-indicator-number='4'>0</span>
177,aboutCounterText.counter5.text,Текст показателя №5,año en el mercado
4.2. Вы в центре всего,,,
178,aboutConditionsText.title,Заголовок,Atención especial a cada comerciante
179,aboutConditionsText.text|dot,Подзаголовок,Todas las condiciones de negociación y el software se han desarrollado teniendo en cuenta los requisitos y deseos de los inversores reales y los participantes en los mercados financieros.
4.3. Цели и задачи компании,,,
180,aboutGoalsText.h2,Общий заголовок,La misión de nuestra empresa
181,aboutGoalsText.goal1.title,Заголовок №1,Para obtener el estado del corredor № 1 en Eurasia.
182,aboutGoalsText.goal1.text|dot,Описание заголовка №1,Conseguir ese estatus es posible aumentando continuamente el número de clientes activos.
183,aboutGoalsText.goal2.title,Заголовок №2,Para mantener las condiciones comerciales más favorables
184,aboutGoalsText.goal2.text|dot,Описание заголовка №2,Aumentar constantemente el número de operadores activos sólo es posible si se mejoran las condiciones de servicio.
4.4. Больше возможностей для трейдинга,,,
185,aboutQualityText.title,Заголовок №1,¡Date prisa y gana dinero en los mercados financieros de gran liquidez!
186,aboutQualityText.text,Описание заголовка №1,"Durante los dos últimos años, la capitalización total de los mercados financieros ha aumentado más del 50%. Esto ofrece grandes oportunidades para el comercio, ya que los inversores invierten cada vez más en los mercados de crecimiento. ¡Adelántese a la curva!"
4.5. Наша история,,,
187,aboutHistoryText.h2,Общий заголовок,Conozca la historia de nuestra empresa
188,aboutHistoryText.year1.title,2017 год. Заголовок,El comienzo del viaje
189,aboutHistoryText.year1.text|dot,2017 год. Описание,"Nuestros clientes abrieron más de 40.000 cuentas en el primer año de funcionamiento, resultado de nuestro enfoque muy calibrado de la calidad de los servicios comerciales."
190,aboutHistoryText.year2.title,2018 год. Заголовок,Escala
191,aboutHistoryText.year2.text|dot,2018 год. Описание,El segundo año de actividad de la empresa se caracterizó por la apertura de varias oficinas de representación y la firma de acuerdos de asociación.
192,aboutHistoryText.year3.title,2019 год. Заголовок,Victorias internacionales
193,aboutHistoryText.year3.text|dot,2019 год. Описание,Nuestra empresa de corretaje logró varias victorias importantes en el ámbito mundial. Un acontecimiento importante fue también la apertura de la cuenta de cliente número 300.000.
194,aboutHistoryText.year4.title,2020 год. Заголовок,Nuevas soluciones informáticas
195,aboutHistoryText.year4.text|dot,2020 год. Описание,"Para seguir siendo líderes, nuestro equipo tuvo que desarrollar soluciones tecnológicas innovadoras."
4.6. Платформа для торговли разработанная для людей.,,,
196,aboutPlatformText.title,Заголовок,Plataforma de negociación para acceder a la negociación en línea desde cualquier parte del mundo
197,aboutPlatformText.text|dot,Подзаголовок,"La plataforma de negociación de nuestra empresa de corretaje reúne todas las herramientas para una negociación eficaz. Es rápido, claro y funcional."
198,aboutPlatformText.advantage1,Преимущества №1,Herramientas integradas para el análisis técnico y gráfico.
199,aboutPlatformText.advantage2,Преимущества №2,No hay Requotes y deslizamientos
200,aboutPlatformText.advantage3,Преимущества №3,"Comercio 24 horas al día, 7 días a la semana"
201,aboutPlatformText.advantage4,Преимущества №4,Ejecución rapidísima de los pedidos
202,aboutPlatformText.advantage5,Преимущества №5,Protección de datos personales
203,aboutPlatformText.advantage6,Преимущества №6,Interfaz sencilla e intuitiva
204,aboutPlatformText.advantage7,Преимущества №7,Gran apalancamiento
5. Аккредитации и лицензии.,,,
5.1. Посадочный экран,,,
205,licensesHeaderText.title,Заголовок,Regulación y acreditación de los corredores
206,licensesHeaderText.text,Подзаголовок к заголовку,Nuestra empresa de corretaje está certificada por reputados reguladores y comisiones financieras independientes. Obtenga más información sobre los socios y reguladores en esta página.
5.2. Информация о регуляторах и банках,,,
207,licensesListText.license1.title,Заголовок №1,FSA
208,licensesListText.license1.text,Описание №1,La FSA es el único regulador de San Vicente y las Granadinas dedicado a regular el sector financiero.
209,licensesListText.license2.title,Заголовок №2,MiFID II
210,licensesListText.license2.text,Описание №2,MiFID son las siglas de la Directiva sobre Mercados de Instrumentos Financieros. Está en vigor en la UE desde noviembre de 2007. La MiFID también establece requisitos mínimos de capital y la separación obligatoria de los fondos de los clientes y de las empresas.
211,licensesListText.license3.title,Заголовок №3,FINMA
212,licensesListText.license3.text,Описание №3,La FINMA en Suiza coordina estrechamente sus actividades con las autoridades reguladoras de otros países y actúa como varios bancos en todo el mundo.
213,licensesListText.license4.title,Заголовок №4,CySEC
214,licensesListText.license4.text,Описание №4,CySEC es un regulador bien establecido y de confianza y se considera la jurisdicción preferida para muchas empresas de Forex.
215,licensesListText.license5.title,Заголовок №5,Integral
216,licensesListText.license5.text,Описание №5,"Uno de los mayores agregadores de liquidez del mundo, que es conocido por sus cotizaciones estables y su alto nivel de fiabilidad de los datos."
217,licensesListText.license6.title,Заголовок №6,Currenex
218,licensesListText.license6.text,Описание №6,"El sistema de Currenex es la cotización directa de los creadores de mercado, la ejecución instantánea de las órdenes, la mayor liquidez y la máxima transparencia."
219,licensesListText.license7.title,Заголовок №7,IFSC
220,licensesListText.license7.text,Описание №7,"IFSC (International Financial Services Commission), la Comisión de Servicios Financieros Internacionales es un organismo regulador del Gobierno de Belice."
221,licensesListText.license8.title,Заголовок №8,Bank of America
222,licensesListText.license8.text,Описание №8,"Es uno de los mayores bancos del mundo, con un total de activos de 2,281 billones de dólares y con un valor de mercado de 325.000 millones de dólares, es el tercer banco del mundo por capitalización bursátil."
6. Ошибка 404.,,,
223,headerText404.title,Заголовок,Error 404
224,headerText404.text,Подзаголовок,"Esta página no existe, comuníquese con el soporte."
225,headerText404.textMainPage,Вернуться на главную страницу,Volver a la página principal
226,headerText404.textSupport,Служба технической поддержки,Servicio de soporte técnico
8. Формы,,,
8.1. Заголовки форм,,,
228,formsText.titleEnter,Вход в личный кабинет,Su área personal
229,formsText.titleCallback,Оставить заявку,Envíe su solicitud
230,formsText.titleTwoauth,Двухэтапная авторизация,Autenticación de dos factores
231,buttonText.signup,Регистрация,Registro
232,fotmsText.titleReminder,Восстановление пароля,Restablecimiento de contraseña
8.2. Поля ввода,,,
233,formsText.labelName,Введите ваше имя,Nombre *
234,formsText.placeholderName,Введите ваше имя (placeholder),Tu nombre
235,formsText.labelLastName,Введите вашу фамилию,Apellido *
236,formsText.placeholderLastName,Введите вашу фамилию (placeholder),Tu apellido
237,formsText.labelMail,Введите ваш E-mail,Email *
